Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged
62941081,"Jun 26, 2013, 9:41:46 AM","Jun 26, 2013 morning ride",Ride,,2943,13.52,,false,Ruby,activities/62941081.gpx,81.19300079345703,8.164660453796387,2943.0,2565.0,13528.5,12.399999618530273,,124.13700103759766,,2.700000047683716,73.0999984741211,89.80000305175781,0.0,,,,,,,,102.43499755859375,292.9615478515625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
66788596,"Jul 13, 2013, 1:29:59 PM","Jul 13, 2013 Mommy daughter Chariot ride",Ride,,8954,34.28,,false,Ruby,activities/66788596.gpx,81.19300079345703,8.164660453796387,8954.0,6331.0,34280.80078125,9.800000190734863,,53.099998474121094,,2.700000047683716,37.20000076293945,29.899999618530273,0.0,,,,,,,,77.59300231933594,547.7340087890625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
70186026,"Jul 27, 2013, 2:30:15 PM","Jul 27, 2013 solo ride",Ride,,4793,27.46,,false,Ruby,activities/70186026.gpx,81.19300079345703,8.164660453796387,4793.0,4015.0,27468.69921875,12.399999618530273,,56.560001373291016,,0.0,38.5,35.599998474121094,-0.007281010039150715,,,,,,,,119.47699737548828,534.8656616210938,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
81298875,"Sep 9, 2013, 1:32:53 PM","09/09/2013 Cape May, NJ",Ride,"",7701,22.63,,false,Ruby,activities/88509612.fit.gz,81.19300079345703,8.164660453796387,7701.0,5443.0,22637.5,9.300000190734863,,56.0,,-6.800000190734863,17.200000762939453,32.70000076293945,-0.03975699841976166,,,,,,,,41.13970184326172,249.67457580566406,,26.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
86521125,"Oct 2, 2013, 9:57:25 PM",Ride,Ride,,2851,12.11,,false,Ruby,activities/86521125.gpx,81.19300079345703,8.164660453796387,2851.0,2333.0,12114.400390625,10.5,,13.859100341796875,,27.200000762939453,41.29999923706055,46.099998474121094,0.0,,,,,,,,88.80879974365234,231.01788330078125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
86557739,"Mar 3, 2013, 4:07:17 PM",03/03/2013,Ride,,8191,35.46,,false,Ruby,activities/86557739.gpx,81.19300079345703,8.164660453796387,8191.0,7369.0,35463.0,12.5,,134.1820068359375,,0.800000011920929,34.70000076293945,49.70000076293945,-0.005639680195599794,,,,,,,,93.22570037841797,765.98291015625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
94309826,"Nov 2, 2013, 2:22:06 PM",West River Trail ride with Antonia,Ride,,7502,17.44,,false,Ruby,activities/94309826.gpx,81.19300079345703,8.164660453796387,7502.0,5005.0,17440.5,10.199999809265137,,43.6515007019043,,0.0,31.600000381469727,32.0,0.0,,,,,,,,55.17369842529297,307.9009704589844,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
94309862,"Nov 10, 2013, 1:58:17 PM",Merion Ride with Rob,Ride,,8734,30.67,,false,Ruby,activities/94309862.gpx,81.19300079345703,8.164660453796387,8734.0,6486.0,30669.400390625,12.100000381469727,,237.79800415039062,,2.700000047683716,109.0999984741211,43.70000076293945,0.0,,,,,,,,93.90129852294922,679.0838623046875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
130351335,"Dec 28, 2013, 10:57:07 PM","Brewerytown to Holod's True Value, Philadelphia, PA",Ride,"via Schuykill River Trail and Barren Hill, Rd; first ride on some adjustments following a professional bike fitting",9060379,72.69,,false,Ruby,activities/142664613.fit.gz,81.19300079345703,8.164660453796387,9060379.0,13970.0,72696.1015625,9.800000190734863,,256.6199951171875,,0.8999999761581421,103.30000305175781,36.900001525878906,0.10316900163888931,,,,,,,,77.76360321044922,1211.28857421875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
148089404,"May 17, 2014, 7:04:11 PM","05/17/2014 Philadelphia, PA",Ride,"",5576,20.25,,false,Ruby,activities/162046779.fit.gz,81.19300079345703,8.164660453796387,5576.0,4418.0,20249.30078125,9.100000381469727,,29.149999618530273,,0.0,31.5,13.800000190734863,0.05234749987721443,,,,,,,,57.15639877319336,281.5564270019531,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
148089424,"May 11, 2014, 4:07:09 PM","05/11/2014 Philadelphia, PA",Ride,"",11989,42.86,,false,Ruby,activities/162046791.fit.gz,81.19300079345703,8.164660453796387,11989.0,8668.0,42859.3984375,8.600000381469727,,121.63999938964844,,0.0,32.400001525878906,34.900001525878906,0.0,,,,,,,,68.54460144042969,662.47119140625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
148373700,"Jun 1, 2014, 9:35:39 PM",06/01/2014,Ride,"",2665,12.23,,false,Ruby,activities/162355650.fit.gz,81.19300079345703,8.164660453796387,2665.0,2526.0,12231.7001953125,8.699999809265137,,30.18000030517578,,0.8999999761581421,94.0,9.300000190734863,-0.5215960144996643,,,,,,,,49.7765998840332,140.19529724121094,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
148373704,"Jun 1, 2014, 3:17:55 PM","06/01/2014 Philadelphia, PA",Ride,"",12003,29.54,,false,Ruby,activities/162355653.fit.gz,81.19300079345703,8.164660453796387,12003.0,6016.0,29542.599609375,8.199999809265137,,190.4600067138672,,0.8999999761581421,100.5,32.20000076293945,0.3131070137023926,,,,,,,,84.86949920654297,569.291015625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
159157965,"Jun 28, 2014, 1:12:56 PM",Family ride,Ride,,13296,42.61,,false,Ruby,activities/159157965.gpx,81.19300079345703,8.164660453796387,13296.0,7605.0,42615.0,12.699999809265137,,232.9530029296875,,0.0,32.70000076293945,49.79999923706055,0.0,,,,,,,,126.3759994506836,1071.61474609375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
161653635,"Jul 4, 2014, 12:34:24 PM",Morning Family Ride,Ride,,13268,43.21,,false,Ruby,activities/161653635.gpx,81.19300079345703,8.164660453796387,13268.0,8280.0,43216.30078125,12.800000190734863,,225.76199340820312,,0.0,55.5,44.70000076293945,-0.017123199999332428,,,,,,,,109.74600219726562,1013.197021484375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
162003432,"Jul 5, 2014, 12:28:19 PM",Shake Shack abridged ride,Ride,,11550,58.28,,false,Ruby,activities/162003432.gpx,81.19300079345703,8.164660453796387,11550.0,9415.0,58287.80078125,15.300000190734863,,399.2560119628906,,0.0,101.0999984741211,49.70000076293945,-0.02745000086724758,,,,,,,,144.2220001220703,1514.0029296875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
169270418,"Jul 22, 2014, 9:04:08 AM",Morning Ride,Ride,,3416,18.44,,false,Ruby,activities/169270418.gpx,81.19300079345703,8.164660453796387,3416.0,3393.0,18446.5,11.5,,44.09700012207031,,-0.20000000298023224,32.099998474121094,35.79999923706055,0.12956400215625763,,,,,,,,115.16899871826172,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
241353796,"Jan 14, 2015, 11:37:28 PM",RPM,Ride,"",3404,18.05,113,false,Ruby,activities/273336310.fit.gz,81.19300079345703,8.164660453796387,3404.0,3404.0,18053.599609375,11.0,,0.0,,-1.7999999523162842,0.20000000298023224,0.6000000238418579,-0.009970310144126415,,,140.0,86.23909759521484,172.0,142.66299438476562,,53.91559982299805,204.63450622558594,,20.0,113.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
268634094,"Mar 15, 2015, 2:57:10 PM",Nap Time Ride,Ride,Ruby +1 toddler in Chariot CX 1,4108,15.49,,false,Ruby with Chariot Trailer,activities/268634094.gpx,81.19290161132812,13.471699714660645,4108.0,3790.0,15490.599609375,12.100000381469727,,122.16000366210938,,2.700000047683716,73.19999694824219,49.20000076293945,-0.0019366600317880511,,,,,,,,86.67669677734375,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1864437.0,,,,,,,,,,,
272667330,"Mar 22, 2015, 3:24:48 PM",Mother daughter power spin Sunday,Ride,"",8710,25.42,,false,Stumpjumper with Chariot Trailer,activities/272667330.gpx,81.19290161132812,26.625900268554688,8710.0,7037.0,25423.30078125,9.5,,85.95339965820312,,0.8999999761581421,31.5,47.20000076293945,0.0,,,,,,,,143.16700744628906,1123.3248291015625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1881837.0,,,,,,,,,,,
306720535,"May 17, 2015, 6:40:57 PM","05/17/2015 Philadelphia, PA",Ride,"",12811,66.82,,false,Ruby,activities/347082613.fit.gz,81.19290161132812,8.164660453796387,12811.0,9685.0,66828.296875,12.699999809265137,,266.0,,-34.0,22.0,27.200000762939453,-0.010773899964988232,,,,,,,,109.6989974975586,1184.6148681640625,,26.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
339731585,"Jul 5, 2015, 12:16:15 PM",Women's 100 Chill Hills,Ride,,14026,45.88,,false,Ruby,activities/339731585.gpx,81.19290161132812,8.164660453796387,14026.0,8720.0,45886.69921875,16.799999237060547,,520.322021484375,,0.0,115.19999694824219,34.400001525878906,-0.042931798845529556,,,,,,,,129.8979949951172,1262.9722900390625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
344724689,"Jul 12, 2015, 12:45:23 PM",Women's 100 Ride,Ride,,18733,67.00,,false,Ruby,activities/344724689.gpx,81.19290161132812,8.164660453796387,18733.0,14550.0,67000.6015625,18.299999237060547,,788.9669799804688,,0.0,147.1999969482422,45.0,-0.027313200756907463,,,,,,,,124.48200225830078,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
349582332,"Jul 19, 2015, 12:59:15 PM",Women's 100 Ride SRT to Valley Forge,Ride,"",15128,74.66,,false,Ruby,activities/349582332.gpx,81.19290161132812,8.164660453796387,15128.0,13039.0,74665.703125,15.300000190734863,,241.08999633789062,,0.0,55.5,37.70000076293945,0.0,,,,,,,,124.76300048828125,1813.864990234375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
352370799,"Jul 23, 2015, 2:44:04 PM",Morning Walk,Run,,2414,3.00,,false,,activities/352370799.gpx,81.19290161132812,,2414.0,1927.0,3002.5,4.5,,47.89899826049805,,171.5,211.10000610351562,25.799999237060547,0.02331390045583248,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352447242,"Jul 23, 2015, 3:41:53 PM",Pacing the family nap time train,Ride,,5815,29.83,,false,Ruby,activities/352447242.gpx,81.19290161132812,8.164660453796387,5815.0,5714.0,29834.30078125,10.800000190734863,,115.58999633789062,,162.5,211.0,27.5,-0.0020111100748181343,,,,,,,,92.74359893798828,590.8796997070312,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
355457619,"Jun 7, 2015, 9:04:03 PM",Women's 100 Ride Plus,Ride,Plus doubled back and joined my favorite family ride group at Conshy Brew Pub.,4240259,122.74,,false,Ruby,activities/402310040.fit.gz,81.19290161132812,8.164660453796387,4240259.0,20514.0,122745.0,16.700000762939453,,1088.0,,-35.20000076293945,143.0,35.5,0.028351500630378723,,,99.0,65.4834976196289,,,,100.30699920654297,2294.3330078125,,30.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
355463200,"Jul 21, 2015, 1:31:32 PM","07/21/2015 Wallingford, Vermont",Ride,"",6518,39.12,,false,Ruby,activities/402315708.gpx.gz,81.19290161132812,8.164660453796387,6518.0,6169.0,39123.1015625,17.399999618530273,,615.4840087890625,,162.8000030517578,413.8999938964844,21.700000762939453,0.004345260094851255,,,107.0,81.31539916992188,,,,156.5019989013672,1076.4888916015625,,23.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
357365382,"Jul 30, 2015, 1:31:32 PM",Mostly spicy with a hint of Merion relief,Ride,"",7094,31.19,,false,Ruby,activities/404295797.fit.gz,81.19290161132812,8.164660453796387,7094.0,5081.0,31193.0,13.600000381469727,,240.0,,8.399999618530273,108.5999984741211,11.5,-0.0076940301805734634,,,,,,,,104.58799743652344,,,27.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
358915660,"Aug 1, 2015, 1:44:05 PM",Breaking in the Crockett on Forbidden Drive +1,Ride,Frequent stops for flowers and ice cream,15210,40.01,,false,Crockett with Chariot Trailer,activities/358915660.gpx,70.30680084228516,22.543500900268555,15210.0,10337.0,40013.5,12.399999618530273,,206.34800720214844,,2.4000000953674316,47.0,46.0,0.0,,,,,,,,128.11399841308594,1476.610595703125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2214796.0,,,,,,,,,,,
359960362,"Aug 2, 2015, 11:59:54 AM","08/02/2015 Philadelphia, PA",Ride,"",9581,29.63,,false,Crockett,activities/407080236.fit.gz,70.30680084228516,9.071849822998047,9581.0,6529.0,29633.400390625,10.300000190734863,,116.12000274658203,,0.0,72.80000305175781,18.5,0.0,,,,,,,,92.435302734375,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2214782.0,,,,,,,,,,,
360230824,"Aug 3, 2015, 11:55:05 AM",Commute,Ride,"",1053,4.85,,false,Crockett,activities/360230824.gpx,70.30680084228516,9.071849822998047,1053.0,954.0,4852.89990234375,9.399999618530273,,13.285900115966797,,-0.30000001192092896,28.899999618530273,33.29999923706055,-0.3420639932155609,,,,,,,,109.01100158691406,115.95609283447266,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2214782.0,,,,,,,,,,,
360620527,"Aug 3, 2015, 8:53:03 PM",Rob's idea of commuting,Ride,,4396,18.75,,false,Crockett,activities/360620527.gpx,70.30680084228516,9.071849822998047,4396.0,4012.0,18749.19921875,12.0,,140.31500244140625,,-0.10000000149011612,44.70000076293945,34.79999923706055,0.08533699810504913,,,,,,,,138.10699462890625,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2214782.0,,,,,,,,,,,
360653895,"Aug 3, 2015, 10:07:18 PM",Leg 2 +1,Ride,Ice cream water ice stop,4268,4.61,,false,Crockett with Chariot Trailer,activities/360653895.gpx,70.30680084228516,22.543500900268555,4268.0,2344.0,4618.10009765625,7.199999809265137,,0.0,,22.200000762939453,31.200000762939453,4.199999809265137,0.17106600105762482,,,,,,,,57.37710189819336,149.95849609375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2214796.0,,,,,,,,,,,
362164153,"Aug 5, 2015, 9:56:32 PM",+1,Ride,,914,3.08,,false,Ruby with Chariot Trailer,activities/362164153.gpx,70.30680084228516,21.63640022277832,914.0,837.0,3079.199951171875,7.400000095367432,,0.0,,21.899999618530273,31.5,4.0,0.26955100893974304,,,,,,,,50.801998138427734,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1864437.0,,,,,,,,,,,
363288111,"Aug 7, 2015, 12:02:53 PM",Direct commute via SRT solo,Ride,,1620,6.91,,false,Stumpjumper,activities/363288111.gpx,70.30680084228516,13.154199600219727,1620.0,1430.0,6917.5,10.100000381469727,,12.637499809265137,,-0.10000000149011612,30.299999237060547,19.200000762939453,-0.2544269859790802,,,,,,,,142.4340057373047,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1864416.0,,,,,,,,,,,
364353753,"Aug 8, 2015, 3:04:46 PM","Belmont ""Fun"" w/ Mike because",Ride,Jumping some logs and not jumping a lot of logs with lots of dismounts and just one run in between my shin and my  pedal that'll be hard to cover up in a business professional skirt!,8842,16.00,,false,Crockett,activities/411789874.fit.gz,70.30680084228516,9.071849822998047,8842.0,4103.0,16001.900390625,13.300000190734863,,167.38800048828125,,2.700000047683716,73.0,28.200000762939453,0.0,,,,,,,,106.22799682617188,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2214782.0,,,,,,,,,,,
364391095,"Aug 3, 2015, 11:15:00 AM",Commute Leg 1 +1,Ride,"",720,3.38,,true,Crockett with Chariot Trailer,,70.30670166015625,22.543500900268555,720.0,720.0,3379.6201171875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2214796.0,,,,,,,,,,,
364394305,"Aug 5, 2015, 11:15:00 AM",Commute Leg 1 +1,Ride,"",720,3.38,,true,Crockett with Chariot Trailer,,70.30670166015625,22.543500900268555,720.0,720.0,3379.6201171875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2214796.0,,,,,,,,,,,
365163825,"Aug 9, 2015, 11:50:19 AM",Mt. Pleasant Ramble with Women's 100 small crew,Ride,"",12918,49.05,,false,Ruby,activities/412638447.fit.gz,70.30670166015625,8.164660453796387,12918.0,8592.0,49055.69921875,13.800000190734863,,444.7799987792969,,0.0,147.1999969482422,10.100000381469727,0.0,,,,,,,,99.23249816894531,950.6552734375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,234390.0,,,,,,,,,,,
370274582,"Aug 16, 2015, 12:54:08 PM",Morning Ride,Ride,,1971,5.66,,false,Crockett,activities/370274582.gpx,70.30670166015625,9.071849822998047,1971.0,1304.0,5661.39990234375,11.100000381469727,,81.24800109863281,,2.700000047683716,63.599998474121094,17.0,0.5864269733428955,,,,,,,,156.66799926757812,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2214782.0,,,,,,,,,,,
372478657,"Aug 19, 2015, 10:22:34 AM",Morning Ride CX,Ride,,4614,17.08,,false,Crockett,activities/372478657.gpx,70.30670166015625,9.071849822998047,4614.0,4090.0,17085.599609375,11.100000381469727,,132.3260040283203,,0.0,42.79999923706055,23.899999618530273,0.0,,,,,,,,103.90899658203125,473.8614196777344,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2214782.0,,,,,,,,,,,
372982894,"Aug 19, 2015, 9:10:20 PM",Cross practice and everything else,Ride,I never knew South Philly.,10661,26.18,,false,Stumpjumper,activities/372982894.gpx,70.30670166015625,13.154199600219727,10661.0,7387.0,26182.19921875,12.300000190734863,,32.03609848022461,,2.299999952316284,31.600000381469727,26.299999237060547,0.067603200674057,,,,,,,,97.77239990234375,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1864416.0,,,,,,,,,,,
376761902,"Aug 24, 2015, 10:27:56 PM",Evening Port Royal Bout 1,Ride,1/3 of the way up the cobbles,5740,33.29,,false,Crockett,activities/376761902.gpx,70.30670166015625,9.071849822998047,5740.0,5573.0,33295.8984375,20.399999618530273,,215.9510040283203,,0.8999999761581421,117.69999694824219,36.20000076293945,0.0015016900142654777,,,,,,,,165.51199340820312,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2214782.0,,,,,,,,,,,
378294863,"Aug 26, 2015, 10:18:21 PM",Evening Chill Ride,Ride,,12734,23.99,,false,Crockett,activities/378294863.gpx,70.30670166015625,9.071849822998047,12734.0,6914.0,23995.69921875,16.200000762939453,,217.3719940185547,,2.700000047683716,73.0999984741211,41.5,0.0,,,,,,,,96.70780181884766,745.5310668945312,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2214782.0,,,,,,,,,,,
